question_id,question,opa,opb,opc,opd,ans
7493,Most common type of lupus nephritis ?,Memberanous,Mesangial,Focal proliferative,Diffuse proliferative,3
3065,"An 8-month-old male infant is admitted to the hospital because of a bacterial respiratory infection. The infant responds to appropriate antibiotic therapy, but is readmitted several weeks later because of severe otitis media. Over the next several months, the infant is admitted to the hospital multiple times for recurrent bacterial infections. Workup reveals extremely low serum antibody levels. The infant has no previous history of viral or fungal infections. The most likely diagnosis for this infant is",Isolated IgA deficiency,X-linked agammaglobulinemia of Bruton,Chronic granulomatous disease,DiGeorge's syndrome,1
7844,Fixative agent for PAP smear is which of the following?,Normal saline,95% ethanol,Formalin,Air drying,1
8845,Which of the following produce gastrin?,Mucous neck cells,Parietal cells,Chief cells,Endocrine cells,3
6683,"Two siblings with osteogenesis imperfect, but their parents are normal. Mechanism of inheritance is -",Anticipation,Genomic imprinting,Germ line mosaicism,New mutation,2
488,CD marker of Cytotoxic T Cell Marker is?,CD4,CD8,CD21,CD45,1
7550,Which of the following is the commonest nephropathy seen in a patient with cancer?,Minimal change disease,IgA nephropathy,Membranous nephropathy,Focal segmental glomerulosclerosis,2
7672,HLA is located on-,Sho arm of chr-6,Long arm of chr-6,Sho arm of chr-3,Long arm of chr-3,0
6839,Which of the following is not a predisposing factor for Esophagus Ca,Tylosis,Achalasia,Barrett's esophagus,Esophageal varices,3
1028,Progression of dental caries on pit and fissure occurs from,Apex of the pit and fissure,Wide end of the pit and fissure,Lateral surface of the pit and fissure,Bottom of the pit and fissure,2
1496,A 28 year old female presents with recurrent aboions and pain the calves. She is most likely suffering from a deficiency of which of the following -,Protein C,Thrombin,Factor XIII,Plasmin,0
2774,Pagets disease of the nipple is,Infection,Dermatitis,Neoplasia,Hypopigmentation,2
5854,A 67 year old woman with a prosthetic aortic valve develops progressive anemia. Examination of a peripheral blood smear reveales reticulocytsis and schistocytes. What is the appropriate diagnosis,Aconthocytosis,Henoch - schonlein purpura,Idiopathic thrombocytopemic purpura,Macroangiopathic hemolytic anemia,3
2786,A renal pathologist examining the day's kidney biopsies notes that one biopsy shows amorphous red nodules within the glomerular mesangium in hematoxylin and eosin stained material. Congo red stain of the biopsy demonstrates apple-green birefringence of these nodules. These nodules are most likely to be related to which of the following?,Acute urinary tract infection,Diabetes mellitus,Sarcoidosis,Tuberculosis,3
8528,Which of the following is not included in Sipple's syndrome-,Pheochromocytoma,Medullary carcinoma thyroid,Hyperthyroidism,Hyperparathyroidism,2
2173,Most common cause of hereditary spherocytosis?,Actin,Glycophorin,Spectrin-Ankyrin complex,Band 4,2
6198,Erythroblastosis foetalis is an example of which type of hypersensitivity?,Type 1,Type 2,Type 3,Type 4,1
8887,Increasing severity of mental retardation of male members over generations is a result of-,Mitochondrial DNA mutation,Frameshift mutation,Y linked disorder,Trinucleotide repeat mutation,3
7341,In Troisiers sign the lymph nodes involved are,Right axillary nodes,Left axillary nodes,Right supraclavicular nodes,Left supraclavicular nodes,3
1842,Anti U1-14NP antibody is seen in?-,SLE,Scleroderma,MCTD,Dermatomyositis,2
5254,Defect in Chediak Hegashi syndrome is?,Fusion of lysosome,T-cells,B-cells,Complement,0
7642,Creative kinase is elevated in MI after -,2 - 4 hrs,4 - 8 hrs,12 - 24 hrs,> 24 hrs,0
4761,"In a 32yr old male presenting with the following blood chemistry Na+-> 135, K+^> 5.0, HC03 ^ 14.0, Cl ^ 116, P04~-> 5.0, SO;-> 5.0, Mg++-> 2.0, Ca++^> 8.0 the anion gap is :",20,15,13,10,3
2473,Reactivation tuberculosis is almost excusively a disease of the,Lungs,Bones,Joints,Brain,0
2157,Which of the following is not seronegative spondyloarthropathy?,Reiter's arthritis,Ankylosing spondylitis,Psorialic arthritis,Rheumatoid arthritis,3
940,Anemia of chronic disease is characterized by,Increased sideroblasts,Increased TIBC,Increased bone marrow iron,Increased protoporphyrin,2
1363,Vagina] adenosis is evident in women who had exposure to _____ in utero -,DES,Asbestos,Cadmium,Nickel,0
4204,Condition which do not have granuloma?,TB,Sarcoidosis,Leprosy,Infarction,3
4903,RBC cast in the microscopic examination of the urine is an indicator of,Acute glomerulonephritis,Acute pyelonephritis,Chronic glomerulonephritis,Nephrotic syndrome,0
836,CD-95 has a major role in -,Apoptosis,Cell necrosis,Interferon activation,Proteolysis,0
4109,Apoptotic gene which is also associated with autophagy is,p53,BAX,BCL-2,BID,2
7342,Commonest site of intestinal T.B.,Stomach,Jejunum,Ileum,Colon,2
8659,Endotoxic shock is propagated,Endothelial injury,Peripheral vasodilation,Increased vascular permeability,Cytokine action,3
7950,Which of the following is the earliest light microscopy finding in myocardial infarction,Contraction band necrosis,Hypereosinophilia,Waviness of fiber,Coagulative necrosis,2
1304,Lung abscess is common following ... pneumonia,Streptococcal,Staphyloccocal,Viral,Klebsiella,3
750,Creeping fat is characteristic of which of the following Gastrointestinal pathology ?,Cllcerative  colitis,Crohn's  disease,Celiac disease,Whipples disease,1
7391,C- ANCA is present in,Microscopic polyangitis,Churg - Strauss syndrome,Kawasaki disease,Wegner's granulomatosis,3
5970,"In an experiment, cell samples are collected from the bone marrow aspirates of patients who were diagnosed with lymphoproliferative disorders. Cytogenetic analyses are performed on these cells, and a subset of the cases is found to have the BCR-ABL fusion gene from the reciprocal translocation t (9;22) (q34;11). The presence of this gene results in increased tyrosine kinase activity. Patients with which of the following conditions are most likely to have this gene?",Acute promyelocytic leukemia,Chronic myelogenous leukemia,Follicular lymphoma,"Hodgkin lymphoma, lymphocyte depletion type",1
7100,"A patient has long standing severe hemolytic anemia characterized by hypochromic cells. Electrophoresis studies demonstrate a near complete absence of beta chains. Several years later, the patient develops cardiac failure. Intracardiac deposition of which of the following would be most likely to contribute to the cardiac failure?",Calcium,Iron,Magnesium,Potassium,1
2591,A 50-year-old man with a history of type 2 diabetes mellitus asks about the chances that his children will inherit this metabolic disorder. The patient is told that he has a genetic disease that shows which of the following patterns of inheritance?,Autosomal dominant,Autosomal recessive,Multifactorial,X-linked dominant,2
3178,Acute GVHD is caused by?,B lymphocyte,T lymphocyte,Macrophage,NK cell,1
8829,Which of the following is a histological feature of whipple's disease,Infiltration of histiocytes in the lamina propria.,Granuloma in the lamina,Macrophages with PAS (+)ve material inside the lamina propria,Eosinophils in the lamina propria,2
76,Which of the following Orofacial pain is not associated with vascular origin?,Cluster headache,Giant cell arteritis,Anaesthesia dolorosa,Chronic paroxysmal hemicrania,2
6203,Lipofuscin is associated with,Brownatrophy,White atrophy,Red atrophy,Black atrophy,0
5600,Example of Type IV Hypersensitivity is/are,Farmer's lung,Contact hypersensitivity,Immediate hypersensitivity,Myasthenia gravis,1
2230,Which of these is NOT a pair of salivary glands?,Parotid,Submandibular,Submucosal,Sublingual,2
3902,What is non characteristic of Eagle's syndrome:,Excessive lacrimation,Pain during mandibular movement,Stabbing type pain orginate in the tonsillar regions,When the jaws are closed the pain subsided,0
753,"In a-thalassemia, Hb Bas is said when number of gene loci affected is:",1,2,3,4,3
8033,"A 50-year-old woman presents with a 5-year history of headaches, generalized tonic-clonic seizures, and bilateral leg weakness. Skull films reveal hyperostosis of the calvarium. Biopsy of the responsible lesion shows a whorling pattern of the cells. Which of the following is the most likely diagnosis?",Arachnoid cyst,Glioblastoma multiforme,Meningioma,Metastatic breast cancer,2
6374,This test is used as a screening tool for?,Hereditary spherocytosis,G6PD,Thalassemia,Megaloblastic anemia,2
8799,Alpha 1 antitrypsin deficiency mechanism of transmission -,Autosomal recessive,Autosomal dominant,X linked recessive,X linked dominant,0
6970,"A 34-year-old man is referred for evaluation of hypeension and persistent hypokalemia in spite of taking oral potassium supplements. Blood pressure is 180/110 mm Hg. Serum sodium is 149 mEq/L (normal 140 to 148 mEq/L); potassium, 3.3 mEq/L (normal 3.6 to 5.2 mEq/L); Bicarbonate, 29 mEq/L (normal 22 to 29 mEq/L); Chloride, 103 mEq/L (normal 98 to 107 mEq/L); and Urea nitrogen, 23 mg/dL (normal 7 to 18 mg/ dL). Computed tomography demonstrates a 3-cm mass in the right adrenal gland. The most likely diagnosis is",Conn syndrome,Addison disease.,Cushing syndrome.,Sipple syndrome.,0
1687,The bacteria observed as a causative organism in case of Recurrent apthous ulcers isq,Streptococcus sangius,Streptococcus mutans,Borellia vincentii,Staphylococci atbus,0
900,Secondary granules in neutrophil is,Lactoferrin,Proteolytic enzymes,Nucleotidase,Catalase,0
1663,Chancre redux is a clinical feature of,Early relapsing syphilis,Late syphilis,Chancroid,Recurrent herpes simplex infection,0
416,Which of the following is not a chronic myelopro liferative disorder,Polycythemia vera,Acute myeloid leukemia,CML,Essential thrombocytopenia,1
1611,Transfusion reaction and erythroblastosis fetalis are-,Type I hypersensitivity,Type II hypersensitivity,Type III hypersensitivity,Type IV hypersensitivity,1
7257,Not seen in children is,Neuroblastoma,Retinoblastoma,Hepatoblastoma,Seminoma,3
4131,Perimolysis is,Tooth wear due to gastric secretion,Tooth wear due to bruxism,Tooth wear due to dentifrices,Peripheral blood cell destruction,0
8355,Thistle-tube appearance of pulp chamber is a feature of:,Coronal dentin dysplasia,Regional odontodysplasia,Dentinogenesis imperfecta,Amelogenesis imperfecta,0
6955,"Hypopigmentation, gray streaks of hair, degranulation defect of neutrophils and neuropathy are seen in",aleukemic Leukemia,chronic granulocytic leukemia,Lazy leukocyte syndrome,Chediak higashi syndrome,3
8154,The pa of the Lens which undergoes a change in shape during accommodation is?,Anterior central pa,Posterior central pa,Anterior peripheral pa,Posterior peripheral pa,2
5339,Wickham's striae are seen in,Lichen planus,Leukoplakia,Leukoedema,Erythema multiformae,0
7359,An important factor for chronic pyelonerphritis is -,Obstruction,Vesico-ureteral reflux,Pelvi-ureteric junction obstruction,Catheter induced,1
988,Which of the following enzyme protects the brain from free radical injury?,Hydroxylase,Myeloperoxidase,Superoxide dismutase,Mono Amine Oxidase,2
7362,The division of a single tooth resulting in one normal and one supernumerary tooth is known as,Gemination.,Fusion.,Twinning.,Concrescence.,2
2589,Forensic Identification utilizes,Lip prints,Lip Schutz bodies,Lip pits,Lip reading,0
3596,A patient having cystic medial necrosis with necrotising aeritis is suffering from?,Kawasaki disease,Temporal aeritis,Malignant hypeension,Aooaeritis,3
5762,Reversible pulpitis change to irreversible pulpitis primarily because of:,Vascular strangulation,Reduced host resistance,Invasion of microorganisms,An increase in microbial virulence,2
2855,The class of antibodies that plays an important role in type I hypersensitivity reactions is _____.,IgA,IgD,IgE,IgG,2
6572,Nodular glomerulosclerosis is pathognomic for:September 2009,Antiphospholipid syndrome,Goodpasture's syndrome,Renal amyloidosis,Diabetic nephropathy,3
2313,Role of P-selectin in inflammation -,Rolling,Adhesion,Homing,Transmigration,0
7786,Cylindrical dilatation of renal tubules is seen in ?,Polycystic disease of kidney,Medullary cystic disease,Wilms tumour,Lipoid nephrosis,0
366,A patient is suffering from SLE. On immunofluorescence showed granular deposits at the dermoepidermal junction. What is the constituent in these depostis?,Anticuclear antibodies,Antiepithelial antibodies,Antibodies against collagen,Immune complex deposits,3
2404,"Cribriform, Honey comb (or) swiss cheese histology pattern is seen in",Adenoid cystic carcinoma,Pleomorphic adenoma,Acinic cell carcinoma,Clear cell carcinoma,0
92,Characteristic feature of apoptosis on light microscopy is ?,Cellular swelling,Nuclear compaction,Intact cell membrane,Cytoplasmic eosinophilia,2
2598,Chemical mumps' is synonymous with,Epidemic parotitis,Iodine mumps,Nutritional mumps,Nonspecific mumps,1
1893,"Normal serum, Ca and alkaline PO4 are in",Cherubisnri,Hypothyroidism,Hyperparathyroidism,Paget's disease,0
929,A myocardial infarct specimen is showing early granulation tissue. According to this change when has the infarct occurred?,Less than 1 hour,Within 24 hours,Within 1 week,Within 1 month,2
275,"Based on the appearance of these two siblings, which pharyngeal arch appears to be most affected?",Pharyngeal arch 1,Pharyngeal arch 2,Pharyngeal arch 3,Pharyngeal arch 4,0
631,"In Hodgkin's disease, the lymphoma cells seen are",Eosinophils,Plasma cells,Reed-sternberg cells,Giant cells,2
3663,C-C beta chemokine includes,IL-8,Eotaxin,Lymphotactin,Fractalkine,1
7869,Which of the following is associated with aging,Reduced cross linkages in collagen,Increased free radical injury,Somatic mutations in DNA,Increased superoxide dismutase levels,1
